Loan_ID,Customer_ID,ApplicantIncome,CoapplicantIncome,Property_Area,Loan_Status,Customer_Criteria,Interest_Rate,loanamount,loan_amount_term,cibil_score,cibil_score_status,monthly_interest_amount,annual_interest_amount,Customer_ID,Customer_name,Gender,Age,Married,Education,Self_Employed,Loan_Id,Region_id,Customer_id,Load_ID,Customer_name,Region_id,Postal_Code,Segment,State,Region,Region_Id
LP001673,IP43200,11000,0,Urban,N,B_Grade_Customer,7.0%,83,360,507,Penalty_Customer,0,6,IP43200,"Maribeth Yedwab",Male,41,No,Graduate,Yes,LP001673,13.2,IP43200,LP001673,"Maribeth Yedwab",13.2,80134,Corporate,Colorado,West,13.2
LP001691,IP43205,3917,0,Semiurban,Y,Low_Class_Customer,2.5%,124,360,642,Penalty_Customer,0,3,IP43205,"Matt Connell",Male,42,Yes,"Not Graduate",No,LP001691,13.3,IP43205,LP001691,"Matt Connell",13.3,48234,Corporate,Michigan,North,13.3
LP001693,IP43207,3244,0,Urban,Y,Low_Class_Customer,5.0%,80,360,303,Penalty_Customer,0,4,IP43207,"Patricia Hirasaki",Female,53,No,Graduate,No,LP001693,13.2,IP43207,LP001693,"Patricia Hirasaki",13.2,33801,"Home Office",Florida,West,13.2
LP001699,IP43209,2479,0,Urban,Y,Low_Class_Customer,5.0%,59,360,873,No_Penalty,0,3,IP43209,"Karen Bern",Male,38,No,Graduate,No,LP001699,13.2,IP43209,LP001699,"Karen Bern",13.2,90036,Corporate,California,West,13.2
LP001722,IP43217,150,1800,Rural,N,Low_Class_Customer,3.0%,135,360,249,Penalty_Customer,0,4,IP43217,"Adrian Shami",Male,39,Yes,Graduate,No,LP001722,13.4,IP43217,LP001722,"Adrian Shami",13.4,10035,"Home Office","New York",East,13.4
LP001751,IP43226,3250,0,Rural,N,Low_Class_Customer,3.0%,170,360,931,High_Cibil_Score,0,5,IP43226,"Ellis Ballard",Male,18,Yes,Graduate,No,LP001751,13.2,IP43226,LP001751,"Ellis Ballard",13.2,98105,Corporate,Washington,West,13.2
LP001798,IP43241,5819,5000,Rural,Y,Middle_Class_Customer,7.0%,120,360,668,Penalty_Customer,1,8,IP43241,"Nona Balk",Male,49,Yes,Graduate,No,LP001798,13.3,IP43241,LP001798,"Nona Balk",13.3,75217,Corporate,Texas,North,13.3
LP001800,IP43242,2510,1983,Urban,N,Low_Class_Customer,5.0%,140,180,783,No_Penalty,1,7,IP43242,"Giulietta Dortch",Male,64,Yes,"Not Graduate",No,LP001800,13.4,IP43242,LP001800,"Giulietta Dortch",13.4,19143,Corporate,Pennsylvania,East,13.4
LP001807,IP43244,6250,1300,Rural,Y,Middle_Class_Customer,7.0%,108,360,659,Penalty_Customer,1,8,IP43244,"Nat Gilpin",Male,30,Yes,Graduate,Yes,LP001807,13.4,IP43244,LP001807,"Nat Gilpin",13.4,10011,Corporate,"New York",East,13.4
LP001813,IP43246,6050,4333,Urban,N,Middle_Class_Customer,7.0%,120,180,366,Penalty_Customer,1,8,IP43246,"Sylvia Foulston",Male,21,No,Graduate,Yes,LP001813,13.3,IP43246,LP001813,"Sylvia Foulston",13.3,48126,Corporate,Michigan,North,13.3
LP001814,IP43247,9703,0,Urban,Y,B_Grade_Customer,7.0%,112,360,871,No_Penalty,1,8,IP43247,"Meg O'Connel",Male,50,Yes,Graduate,No,LP001814,13.4,IP43247,LP001814,"Meg O'Connel",13.4,10009,"Home Office","New York",East,13.4
LP001825,IP43250,1809,1868,Urban,Y,Low_Class_Customer,5.0%,90,360,216,Penalty_Customer,0,5,IP43250,"Denny Joy",Male,30,Yes,Graduate,No,LP001825,13.2,IP43250,LP001825,"Denny Joy",13.2,31088,Corporate,Georgia,West,13.2
LP001836,IP43252,3427,0,Urban,N,Low_Class_Customer,5.0%,138,360,982,High_Cibil_Score,1,7,IP43252,"Justin Deggeller",Female,39,No,Graduate,No,LP001836,13.3,IP43252,LP001836,"Justin Deggeller",13.3,55407,Corporate,Minnesota,North,13.3
LP001844,IP43255,16250,0,Urban,N,A_Grade_Customer,7.0%,192,360,793,No_Penalty,1,13,IP43255,"Chuck Clark",Male,41,No,Graduate,Yes,LP001844,13.3,IP43255,LP001844,"Chuck Clark",13.3,47201,"Home Office",Indiana,North,13.3
LP001846,IP43256,3083,0,Rural,Y,Low_Class_Customer,3.0%,255,360,309,Penalty_Customer,1,8,IP43256,"Anthony Rawles",Female,68,No,Graduate,No,LP001846,13.2,IP43256,LP001846,"Anthony Rawles",13.2,98661,Corporate,Washington,West,13.2
LP001849,IP43257,6045,0,Rural,N,Middle_Class_Customer,7.0%,115,360,980,High_Cibil_Score,1,8,IP43257,"Steven Roelle",Male,28,No,"Not Graduate",No,LP001849,13.4,IP43257,LP001849,"Steven Roelle",13.4,10024,"Home Office","New York",East,13.4
LP001859,IP43259,14683,2100,Rural,N,B_Grade_Customer,7.0%,304,360,243,Penalty_Customer,2,21,IP43259,"Eugene Hildebrand",Male,57,Yes,Graduate,No,LP001859,13.3,IP43259,LP001859,"Eugene Hildebrand",13.3,60505,"Home Office",Illinois,North,13.3
LP001864,IP43260,4931,0,Semiurban,N,Low_Class_Customer,2.5%,128,360,618,Penalty_Customer,0,3,IP43260,"Sibella Parks",Male,61,Yes,"Not Graduate",No,LP001864,13.4,IP43260,LP001864,"Sibella Parks",13.4,10011,Corporate,"New York",East,13.4
LP001865,IP43261,6083,4250,Urban,Y,Middle_Class_Customer,7.0%,330,360,291,Penalty_Customer,2,23,IP43261,"Tiffany House",Male,41,Yes,Graduate,No,LP001865,13.3,IP43261,LP001865,"Tiffany House",13.3,75081,Corporate,Texas,North,13.3
LP001875,IP43266,4095,3447,Rural,Y,Low_Class_Customer,3.0%,151,360,387,Penalty_Customer,0,5,IP43266,"Grant Thornton",Male,22,No,Graduate,No,LP001875,13.2,IP43266,LP001875,"Grant Thornton",13.2,27217,Corporate,"North Carolina",West,13.2
LP001888,IP43271,3237,0,Urban,Y,Low_Class_Customer,5.0%,30,360,438,Penalty_Customer,0,2,IP43271,"Jesus Ocampo",Female,48,No,Graduate,No,LP001888,13.4,IP43271,LP001888,"Jesus Ocampo",13.4,19013,"Home Office",Pennsylvania,East,13.4
LP001892,IP43273,2833,1857,Rural,Y,Low_Class_Customer,3.0%,126,360,166,Penalty_Customer,0,4,IP43273,"Brad Norvell",Male,45,No,Graduate,No,LP001892,13.2,IP43273,LP001892,"Brad Norvell",13.2,27511,Corporate,"North Carolina",West,13.2
LP001896,IP43275,3900,0,Semiurban,Y,Low_Class_Customer,2.5%,90,360,763,No_Penalty,0,2,IP43275,"Tracy Hopkins",Male,53,Yes,Graduate,No,LP001896,13.4,IP43275,LP001896,"Tracy Hopkins",13.4,10035,"Home Office","New York",East,13.4
LP001903,IP43277,3993,3274,Semiurban,Y,Low_Class_Customer,2.5%,207,360,468,Penalty_Customer,0,5,IP43277,"Roland Schwarz",Male,37,Yes,Graduate,No,LP001903,13.4,IP43277,LP001903,"Roland Schwarz",13.4,10550,Corporate,"New York",East,13.4
LP001907,IP43279,14583,0,Semiurban,Y,B_Grade_Customer,7.0%,436,360,398,Penalty_Customer,3,31,IP43279,"Christine Kargatis",Male,70,Yes,Graduate,No,LP001907,13.2,IP43279,LP001907,"Christine Kargatis",13.2,84057,"Home Office",Utah,West,13.2
LP001908,IP43280,4100,0,Rural,Y,Low_Class_Customer,3.0%,124,360,320,Penalty_Customer,0,4,IP43280,"Ross DeVincentis",Female,60,Yes,"Not Graduate",No,LP001908,13.2,IP43280,LP001908,"Ross DeVincentis",13.2,90045,"Home Office",California,West,13.2
LP001910,IP43281,4053,2426,Urban,N,Low_Class_Customer,5.0%,158,360,932,High_Cibil_Score,1,8,IP43281,"Mathew Reese",Male,62,No,"Not Graduate",Yes,LP001910,13.4,IP43281,LP001910,"Mathew Reese",13.4,19140,"Home Office",Pennsylvania,East,13.4
LP001914,IP43282,3927,800,Semiurban,Y,Low_Class_Customer,2.5%,112,360,641,Penalty_Customer,0,3,IP43282,"Steve Chapman",Male,45,Yes,Graduate,No,LP001914,13.2,IP43282,LP001914,"Steve Chapman",13.2,33012,Corporate,Florida,West,13.2
LP001924,IP43286,3158,3053,Rural,Y,Low_Class_Customer,3.0%,89,360,760,No_Penalty,0,3,IP43286,"Phillina Ober",Male,42,No,Graduate,No,LP001924,13.3,IP43286,LP001924,"Phillina Ober",13.3,60540,"Home Office",Illinois,North,13.3
LP001935,IP43290,9508,0,Rural,Y,B_Grade_Customer,7.0%,187,360,718,Penalty_Customer,1,13,IP43290,"Yoseph Carroll",Male,60,No,Graduate,No,LP001935,13.2,IP43290,LP001935,"Yoseph Carroll",13.2,94110,Corporate,California,West,13.2
LP001938,IP43292,4400,0,Semiurban,N,Low_Class_Customer,2.5%,127,360,574,Penalty_Customer,0,3,IP43292,"Christine Phan",Male,27,Yes,Graduate,No,LP001938,13.4,IP43292,LP001938,"Christine Phan",13.4,10009,Corporate,"New York",East,13.4
LP001940,IP43293,3153,1560,Urban,Y,Low_Class_Customer,5.0%,134,360,172,Penalty_Customer,1,7,IP43293,"Barry Franzosisch",Male,46,Yes,Graduate,No,LP001940,13.3,IP43293,LP001940,"Barry Franzosisch",13.3,54302,Corporate,Wisconsin,North,13.3
LP001947,IP43295,2383,3334,Semiurban,Y,Low_Class_Customer,2.5%,172,360,152,Penalty_Customer,0,4,IP43295,"Chris Selesnick",Male,31,Yes,Graduate,No,LP001947,13.2,IP43295,LP001947,"Chris Selesnick",13.2,71111,Corporate,Louisiana,West,13.2
LP001949,IP43296,4416,1250,Urban,Y,Low_Class_Customer,5.0%,110,360,702,Penalty_Customer,0,6,IP43296,"Anthony Johnson",Male,51,Yes,Graduate,NULL,LP001949,13.2,IP43296,LP001949,"Anthony Johnson",13.2,33710,Corporate,Florida,West,13.2
LP001953,IP43297,6875,0,Semiurban,Y,Middle_Class_Customer,7.0%,200,360,703,Penalty_Customer,1,14,IP43297,"Benjamin Venier",Male,69,Yes,Graduate,No,LP001953,13.3,IP43297,LP001953,"Benjamin Venier",13.3,50315,Corporate,Iowa,North,13.3
LP001978,IP43305,4000,2500,Rural,Y,Low_Class_Customer,3.0%,140,360,98,Penalty_Customer,0,4,IP43305,"Helen Wasserman",Male,50,No,Graduate,No,LP001978,13.2,IP43305,LP001978,"Helen Wasserman",13.2,92105,Corporate,California,West,13.2
LP001996,IP43309,20233,0,Rural,N,A_Grade_Customer,7.0%,480,360,362,Penalty_Customer,3,34,IP43309,"Bart Watters",Male,48,No,Graduate,No,LP001996,13.3,IP43309,LP001996,"Bart Watters",13.3,53209,Corporate,Wisconsin,North,13.3
LP002004,IP43312,2927,2405,Semiurban,Y,Low_Class_Customer,2.5%,111,360,116,Penalty_Customer,0,3,IP43312,"James Lanier",Male,32,No,"Not Graduate",No,LP002004,13.2,IP43312,LP002004,"James Lanier",13.2,38401,"Home Office",Tennessee,West,13.2
LP002006,IP43313,2507,0,Rural,Y,Low_Class_Customer,3.0%,56,360,958,High_Cibil_Score,0,2,IP43313,"Brian Moss",Female,18,No,Graduate,No,LP002006,13.4,IP43313,LP002006,"Brian Moss",13.4,10035,Corporate,"New York",East,13.4
LP002008,IP43314,5746,0,Rural,Y,Middle_Class_Customer,7.0%,144,84,555,Penalty_Customer,1,10,IP43314,"Eudokia Martin",Male,66,Yes,Graduate,Yes,LP002008,13.2,IP43314,LP002008,"Eudokia Martin",13.2,90036,Corporate,California,West,13.2
LP002035,IP43317,3717,0,Semiurban,Y,Low_Class_Customer,2.5%,120,360,930,High_Cibil_Score,0,3,IP43317,"Cyma Kinney",Male,27,Yes,Graduate,No,LP002035,13.4,IP43317,LP002035,"Cyma Kinney",13.4,7036,Corporate,"New Jersey",East,13.4
LP002036,IP43318,2058,2134,Urban,Y,Low_Class_Customer,5.0%,88,360,126,Penalty_Customer,0,4,IP43318,"Dave Poirier",Male,47,Yes,Graduate,No,LP002036,13.2,IP43318,LP002036,"Dave Poirier",13.2,93905,Corporate,California,West,13.2
LP002050,IP43320,10000,0,Rural,N,B_Grade_Customer,7.0%,155,360,285,Penalty_Customer,1,11,IP43320,"Sanjit Jacobs",Male,28,Yes,Graduate,Yes,LP002050,13.4,IP43320,LP002050,"Sanjit Jacobs",13.4,8901,"Home Office","New Jersey",East,13.4
LP002053,IP43322,4342,189,Semiurban,Y,Low_Class_Customer,2.5%,124,360,953,High_Cibil_Score,0,3,IP43322,"Anthony Jacobs",Male,51,Yes,Graduate,No,LP002053,13.2,IP43322,LP002053,"Anthony Jacobs",13.2,22153,Corporate,Virginia,West,13.2
LP002055,IP43324,3166,2985,Rural,Y,Low_Class_Customer,3.0%,132,360,381,Penalty_Customer,0,4,IP43324,"Guy Phonely",Female,65,No,Graduate,No,LP002055,13.4,IP43324,LP002055,"Guy Phonely",13.4,17602,Corporate,Pennsylvania,East,13.4
LP002065,IP43325,15000,0,Rural,Y,B_Grade_Customer,7.0%,300,360,819,No_Penalty,2,21,IP43325,"Paul Knutson",Male,29,Yes,Graduate,No,LP002065,13.4,IP43325,LP002065,"Paul Knutson",13.4,19143,"Home Office",Pennsylvania,East,13.4
LP002068,IP43327,4917,0,Rural,Y,Low_Class_Customer,3.0%,130,360,324,Penalty_Customer,0,4,IP43327,"Anthony Garverick",Male,42,No,Graduate,No,LP002068,13.4,IP43327,LP002068,"Anthony Garverick",13.4,19120,"Home Office",Pennsylvania,East,13.4
LP002082,IP43328,5818,2160,Semiurban,Y,Middle_Class_Customer,7.0%,184,360,900,No_Penalty,1,13,IP43328,"Peter McVee",Male,25,Yes,Graduate,Yes,LP002082,13.3,IP43328,LP002082,"Peter McVee",13.3,48227,"Home Office",Michigan,North,13.3
LP002087,IP43330,2500,0,Urban,Y,Low_Class_Customer,5.0%,67,360,524,Penalty_Customer,0,3,IP43330,"Jill Stevenson",Female,55,No,Graduate,No,LP002087,13.2,IP43330,LP002087,"Jill Stevenson",13.2,90045,Corporate,California,West,13.2
LP002097,IP43331,4384,1793,Urban,Y,Low_Class_Customer,5.0%,117,360,139,Penalty_Customer,0,6,IP43331,"Ed Ludwig",Male,41,No,Graduate,No,LP002097,13.4,IP43331,LP002097,"Ed Ludwig",13.4,21044,"Home Office",Maryland,East,13.4
LP002098,IP43332,2935,0,Semiurban,Y,Low_Class_Customer,2.5%,98,360,317,Penalty_Customer,0,2,IP43332,"Pamela Coakley",Male,68,No,Graduate,No,LP002098,13.2,IP43332,LP002098,"Pamela Coakley",13.2,94122,Corporate,California,West,13.2
LP002103,IP43335,9833,1833,Urban,Y,B_Grade_Customer,7.0%,182,180,440,Penalty_Customer,1,13,IP43335,"George Bell",Female,23,Yes,Graduate,Yes,LP002103,13.4,IP43335,LP002103,"George Bell",13.4,13021,Corporate,"New York",East,13.4
LP002106,IP43336,5503,4490,Semiurban,Y,Middle_Class_Customer,7.0%,70,0,401,Penalty_Customer,0,5,IP43336,"Justin Ritter",Male,28,Yes,Graduate,Yes,LP002106,13.4,IP43336,LP002106,"Justin Ritter",13.4,45503,Corporate,Ohio,East,13.4
LP002110,IP43337,5250,688,Rural,Y,Middle_Class_Customer,7.0%,160,360,389,Penalty_Customer,1,11,IP43337,"Bill Eplett",Male,21,Yes,Graduate,NULL,LP002110,13.3,IP43337,LP002110,"Bill Eplett",13.3,49201,"Home Office",Michigan,North,13.3
LP002112,IP43338,2500,4600,Rural,Y,Low_Class_Customer,3.0%,176,360,979,High_Cibil_Score,0,5,IP43338,"Sample Company A",Male,36,Yes,Graduate,Yes,LP002112,13.4,IP43338,LP002112,"Sample Company A",13.4,6360,"Home Office",Connecticut,East,13.4
LP002115,IP43341,2647,1587,Rural,N,Low_Class_Customer,3.0%,173,360,365,Penalty_Customer,0,5,IP43341,"Adam Hart",Male,27,Yes,"Not Graduate",No,LP002115,13.4,IP43341,LP002115,"Adam Hart",13.4,10011,Corporate,"New York",East,13.4
LP002119,IP43343,4554,1229,Urban,Y,Low_Class_Customer,5.0%,158,360,735,Penalty_Customer,1,8,IP43343,"Joel Jenkins",Male,23,Yes,"Not Graduate",No,LP002119,13.2,IP43343,LP002119,"Joel Jenkins",13.2,22153,"Home Office",Virginia,West,13.2
LP002128,IP43345,2583,2330,Rural,Y,Low_Class_Customer,3.0%,125,360,453,Penalty_Customer,0,4,IP43345,"Catherine Glotzbach",Male,67,Yes,Graduate,NULL,LP002128,13.4,IP43345,LP002128,"Catherine Glotzbach",13.4,19120,"Home Office",Pennsylvania,East,13.4
LP002129,IP43346,2499,2458,Semiurban,Y,Low_Class_Customer,2.5%,160,360,840,No_Penalty,0,4,IP43346,"Rachel Payne",Male,35,Yes,Graduate,No,LP002129,13.2,IP43346,LP002129,"Rachel Payne",13.2,92503,Corporate,California,West,13.2
LP002130,IP43347,3523,3230,Rural,N,Low_Class_Customer,3.0%,152,360,319,Penalty_Customer,0,5,IP43347,"Karen Carlisle",Male,56,Yes,"Not Graduate",No,LP002130,13.2,IP43347,LP002130,"Karen Carlisle",13.2,94110,Corporate,California,West,13.2
LP002141,IP43353,2666,2083,Rural,Y,Low_Class_Customer,3.0%,95,360,102,Penalty_Customer,0,3,IP43353,"Lindsay Williams",Male,65,Yes,Graduate,No,LP002141,13.2,IP43353,LP002141,"Lindsay Williams",13.2,94110,Corporate,California,West,13.2
LP002142,IP43354,5500,0,Rural,N,Middle_Class_Customer,7.0%,105,360,878,No_Penalty,1,7,IP43354,"Thomas Brumley",Female,54,Yes,Graduate,Yes,LP002142,13.2,IP43354,LP002142,"Thomas Brumley",13.2,72701,"Home Office",Arkansas,West,13.2
LP002143,IP43355,2423,505,Semiurban,Y,Low_Class_Customer,2.5%,130,360,861,No_Penalty,0,3,IP43355,"Bryan Spruell",Female,67,Yes,Graduate,No,LP002143,13.4,IP43355,LP002143,"Bryan Spruell",13.4,10011,"Home Office","New York",East,13.4
LP002151,IP43358,3875,0,Urban,N,Low_Class_Customer,5.0%,67,360,799,No_Penalty,0,3,IP43358,"Ann Steele",Male,60,Yes,Graduate,No,LP002151,13.3,IP43358,LP002151,"Ann Steele",13.3,77506,"Home Office",Texas,North,13.3
LP002160,IP43360,5167,3167,Semiurban,Y,Middle_Class_Customer,7.0%,200,360,253,Penalty_Customer,1,14,IP43360,"Sara Luxemburg",Male,58,Yes,Graduate,No,LP002160,13.2,IP43360,LP002160,"Sara Luxemburg",13.2,32216,"Home Office",Florida,West,13.2
LP002161,IP43361,4723,0,Semiurban,N,Low_Class_Customer,2.5%,81,360,148,Penalty_Customer,0,2,IP43361,"Mitch Willingham",Female,44,No,Graduate,No,LP002161,13.2,IP43361,LP002161,"Mitch Willingham",13.2,23464,Corporate,Virginia,West,13.2
LP002187,IP43367,2500,0,Semiurban,N,Low_Class_Customer,2.5%,96,480,701,Penalty_Customer,0,2,IP43367,"Kalyca Meade",Male,47,No,Graduate,No,LP002187,13.4,IP43367,LP002187,"Kalyca Meade",13.4,10011,Corporate,"New York",East,13.4
LP002188,IP43368,5124,0,Rural,N,Middle_Class_Customer,7.0%,124,0,98,Penalty_Customer,1,9,IP43368,"Hallie Redmond",Male,48,No,Graduate,No,LP002188,13.2,IP43368,LP002188,"Hallie Redmond",13.2,90045,"Home Office",California,West,13.2
LP002190,IP43369,6325,0,Semiurban,Y,Middle_Class_Customer,7.0%,175,360,435,Penalty_Customer,1,12,IP43369,"Deanra Eno",Male,53,Yes,Graduate,No,LP002190,13.4,IP43369,LP002190,"Deanra Eno",13.4,45503,"Home Office",Ohio,East,13.4
LP002201,IP43373,9323,7873,Rural,Y,B_Grade_Customer,7.0%,380,300,831,No_Penalty,2,27,IP43373,"Robert Dilbeck",Male,42,Yes,Graduate,Yes,LP002201,13.3,IP43373,LP002201,"Robert Dilbeck",13.3,63376,"Home Office",Missouri,North,13.3
LP002209,IP43375,2764,1459,Urban,Y,Low_Class_Customer,5.0%,110,360,697,Penalty_Customer,0,6,IP43375,"Noel Staavos",Female,27,No,Graduate,NULL,LP002209,13.3,IP43375,LP002209,"Noel Staavos",13.3,60610,Corporate,Illinois,North,13.3
LP002211,IP43376,4817,923,Urban,Y,Low_Class_Customer,5.0%,120,180,846,No_Penalty,1,6,IP43376,"Deirdre Greer",Male,46,Yes,Graduate,No,LP002211,13.4,IP43376,LP002211,"Deirdre Greer",13.4,19134,Corporate,Pennsylvania,East,13.4
LP002219,IP43377,8750,4996,Rural,Y,Middle_Class_Customer,7.0%,130,360,158,Penalty_Customer,1,9,IP43377,"Nicole Fjeld",Male,58,Yes,Graduate,No,LP002219,13.4,IP43377,LP002219,"Nicole Fjeld",13.4,10009,"Home Office","New York",East,13.4
LP002223,IP43378,4310,0,Semiurban,Y,Low_Class_Customer,2.5%,130,360,908,High_Cibil_Score,0,3,IP43378,"Matthew Grinstein",Male,65,Yes,Graduate,No,LP002223,13.4,IP43378,LP002223,"Matthew Grinstein",13.4,19143,"Home Office",Pennsylvania,East,13.4
LP002224,IP43379,3069,0,Urban,N,Low_Class_Customer,5.0%,71,480,317,Penalty_Customer,0,4,IP43379,"Theresa Swint",Male,38,No,Graduate,No,LP002224,13.4,IP43379,LP002224,"Theresa Swint",13.4,43615,Corporate,Ohio,East,13.4
LP002229,IP43382,5941,4232,Semiurban,Y,Middle_Class_Customer,7.0%,296,360,673,Penalty_Customer,2,21,IP43382,"Skye Norling",Male,30,No,Graduate,No,LP002229,13.2,IP43382,LP002229,"Skye Norling",13.2,90008,"Home Office",California,West,13.2
LP002231,IP43383,6000,0,Urban,Y,Middle_Class_Customer,7.0%,156,360,443,Penalty_Customer,1,11,IP43383,"Erica Hernandez",Female,60,No,Graduate,No,LP002231,13.2,IP43383,LP002231,"Erica Hernandez",13.2,80219,"Home Office",Colorado,West,13.2
LP002237,IP43386,3667,0,Urban,Y,Low_Class_Customer,5.0%,113,180,52,Penalty_Customer,0,6,IP43386,"Chad Cunningham",Male,66,No,Graduate,NULL,LP002237,13.3,IP43386,LP002237,"Chad Cunningham",13.3,47201,"Home Office",Indiana,North,13.3
LP002244,IP43389,2333,2417,Urban,Y,Low_Class_Customer,5.0%,136,360,884,No_Penalty,1,7,IP43389,"Craig Yedwab",Male,45,Yes,Graduate,No,LP002244,13.2,IP43389,LP002244,"Craig Yedwab",13.2,94601,Corporate,California,West,13.2
LP002250,IP43390,5488,0,Rural,Y,Middle_Class_Customer,7.0%,125,360,320,Penalty_Customer,1,9,IP43390,"Brad Thomas",Male,52,Yes,Graduate,No,LP002250,13.4,IP43390,LP002250,"Brad Thomas",13.4,20735,"Home Office",Maryland,East,13.4
LP002255,IP43391,9167,0,Rural,Y,B_Grade_Customer,7.0%,185,360,897,No_Penalty,1,13,IP43391,"Penelope Sewall",Male,63,No,Graduate,No,LP002255,13.2,IP43391,LP002255,"Penelope Sewall",13.2,28205,"Home Office","North Carolina",West,13.2
LP002262,IP43392,9504,0,Rural,Y,B_Grade_Customer,7.0%,275,360,882,No_Penalty,2,19,IP43392,"Paul Van Hugh",Male,26,Yes,Graduate,No,LP002262,13.2,IP43392,LP002262,"Paul Van Hugh",13.2,94122,"Home Office",California,West,13.2
LP002265,IP43394,1993,1625,Semiurban,Y,Low_Class_Customer,2.5%,113,180,733,Penalty_Customer,0,3,IP43394,"Dionis Lloyd",Male,66,Yes,"Not Graduate",No,LP002265,13.2,IP43394,LP002265,"Dionis Lloyd",13.2,94110,Corporate,California,West,13.2
LP002272,IP43396,3276,484,Semiurban,Y,Low_Class_Customer,2.5%,135,360,507,Penalty_Customer,0,3,IP43396,"Frank Hawley",Male,18,Yes,Graduate,No,LP002272,13.3,IP43396,LP002272,"Frank Hawley",13.3,46350,Corporate,Indiana,North,13.3
LP002287,IP43400,1500,1800,Semiurban,N,Low_Class_Customer,2.5%,103,360,459,Penalty_Customer,0,3,IP43400,"Anne Pryor",Female,69,No,Graduate,No,LP002287,13.4,IP43400,LP002287,"Anne Pryor",13.4,10035,"Home Office","New York",East,13.4
LP002296,IP43402,2755,0,Rural,N,Low_Class_Customer,3.0%,65,300,971,High_Cibil_Score,0,2,IP43402,"Alyssa Tate",Male,37,No,"Not Graduate",No,LP002296,13.2,IP43402,LP002296,"Alyssa Tate",13.2,90004,"Home Office",California,West,13.2
LP002297,IP43403,2500,20000,Semiurban,Y,Low_Class_Customer,2.5%,103,360,806,No_Penalty,0,3,IP43403,"Cathy Armstrong",Male,57,No,Graduate,No,LP002297,13.3,IP43403,LP002297,"Cathy Armstrong",13.3,77070,"Home Office",Texas,North,13.3
LP002300,IP43404,1963,0,Semiurban,Y,Low_Class_Customer,2.5%,53,360,775,No_Penalty,0,1,IP43404,"Harold Ryan",Female,32,No,"Not Graduate",No,LP002300,13.2,IP43404,LP002300,"Harold Ryan",13.2,98103,Corporate,Washington,West,13.2
LP002301,IP43405,7441,0,Rural,N,Middle_Class_Customer,7.0%,194,360,99,Penalty_Customer,1,14,IP43405,"Bradley Talbott",Female,19,No,Graduate,Yes,LP002301,13.2,IP43405,LP002301,"Bradley Talbott",13.2,90036,"Home Office",California,West,13.2
LP002308,IP43407,2167,2400,Urban,Y,Low_Class_Customer,5.0%,115,360,784,No_Penalty,0,6,IP43407,"Steven Ward",Male,46,Yes,"Not Graduate",No,LP002308,13.4,IP43407,LP002308,"Steven Ward",13.4,10009,Corporate,"New York",East,13.4
LP002314,IP43408,2213,0,Rural,Y,Low_Class_Customer,3.0%,66,360,822,No_Penalty,0,2,IP43408,"Stefania Perrino",Female,69,No,"Not Graduate",No,LP002314,13.4,IP43408,LP002314,"Stefania Perrino",13.4,19134,Corporate,Pennsylvania,East,13.4
LP002315,IP43409,8300,0,Semiurban,N,Middle_Class_Customer,7.0%,152,300,143,Penalty_Customer,1,11,IP43409,"Ben Ferrer",Male,22,Yes,Graduate,No,LP002315,13.2,IP43409,LP002315,"Ben Ferrer",13.2,90036,"Home Office",California,West,13.2
LP002318,IP43411,3867,0,Semiurban,N,Low_Class_Customer,2.5%,62,360,779,No_Penalty,0,2,IP43411,"Brooke Gillingham",Female,25,No,"Not Graduate",Yes,LP002318,13.4,IP43411,LP002318,"Brooke Gillingham",13.4,45231,Corporate,Ohio,East,13.4
LP002335,IP43415,2149,3237,Semiurban,N,Low_Class_Customer,2.5%,178,360,685,Penalty_Customer,0,4,IP43415,"Mick Hernandez",Female,49,Yes,"Not Graduate",No,LP002335,13.4,IP43415,LP002335,"Mick Hernandez",13.4,19013,"Home Office",Pennsylvania,East,13.4
LP002341,IP43417,2600,0,Urban,N,Low_Class_Customer,5.0%,160,360,260,Penalty_Customer,1,8,IP43417,"Suzanne McNair",Female,50,No,Graduate,No,LP002341,13.2,IP43417,LP002341,"Suzanne McNair",13.2,27834,Corporate,"North Carolina",West,13.2
LP002361,IP43423,1820,1719,Urban,Y,Low_Class_Customer,5.0%,100,360,190,Penalty_Customer,0,5,IP43423,"Todd Boyes",Male,57,Yes,Graduate,No,LP002361,13.4,IP43423,LP002361,"Todd Boyes",13.4,10009,Corporate,"New York",East,13.4
LP002364,IP43425,14880,0,Semiurban,Y,B_Grade_Customer,7.0%,96,360,576,Penalty_Customer,1,7,IP43425,"Erica Bern",Male,32,Yes,Graduate,No,LP002364,13.2,IP43425,LP002364,"Erica Bern",13.2,94533,Corporate,California,West,13.2
LP002366,IP43426,2666,4300,Rural,Y,Low_Class_Customer,3.0%,121,360,555,Penalty_Customer,0,4,IP43426,"Quincy Jones",Male,64,Yes,Graduate,No,LP002366,13.3,IP43426,LP002366,"Quincy Jones",13.3,55106,Corporate,Minnesota,North,13.3
LP002367,IP43427,4606,0,Rural,N,Low_Class_Customer,3.0%,81,360,74,Penalty_Customer,0,2,IP43427,"Tracy Collins",Female,25,No,"Not Graduate",No,LP002367,13.2,IP43427,LP002367,"Tracy Collins",13.2,22204,"Home Office",Virginia,West,13.2
